,word,pos,countentries,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14
2837,rear,vt,2,cause/give rise to an emotion,excite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1330,1526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2838,rebarbative,aj,2,unpleasant,that causes aversion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1892,1892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2839,recess,n,2,dislike,inmost heart/bottom of heart,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1567,1605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2840,recollect,vr,2,compose oneself,brace oneself,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1595,1652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2841,recomfort,vr,2,cheer,take courage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1386,1386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2842,recomfort,vt,2,console/relieve,encourage/embolden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1374,1375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2843,reconcilable,aj,2,capable of being,capable of being made,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1790,1790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2844,redden,vi,2,be/become red with emotion,of face: grow red with anger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1647,1647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2845,reel,vi,2,become dizzy with excitement (of the mind/head),reel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1796,1862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2846,refrain,vt,2,suppress emotions,control oneself/the emotions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1384,1521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2847,regale,vt,2,by some influence/occupation,with/by something given,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1642,1671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2848,regret,vt,2,suffer sorrow for loss of,regret,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400,1553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2849,regretfully,av,2,with regret,regrettably,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1663,1945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2850,rehete,vt,2,make cheerful,irritate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1340,1447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2851,rejoice,n,2,an instance/source of joy/delight,rejoicing/exultation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1445,1445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2852,rejoice,vt,2,make joyful/delighted,rejoice over/at,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1366,1425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2853,rejoiceful,aj,2,joyful/delighted,rejoicing/exultant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1538,1538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2854,rejoicer,n,2,one who,cause/source of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1561,1612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2855,rejoicing,n,2,rejoicing/exultation,cause/source of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1375,1386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2856,relax,vi,2,throw off coldness/reserve,become calm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1792,1907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2857,relaxedly,av,2,calmly,free from trouble/care/sorrow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1818,1818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2858,release,n,2,consolation/relief,release from tension,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1315,1913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2859,relent,vi,2,relent,specifically of love,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1475,1560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2860,relief,n,2,state of being consoled/relieved,consolation/relief,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1390,1390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2861,relieve,vt,2,relieve of suffering,by introduction of variety/pleasure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1374,1663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2862,relish,n,2,relish,taste (for something),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1590,1590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2863,relishingly,av,2,pleasantly/enjoyably,with relish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1698,1880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2864,reming,n,2,wailing,weeping,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2865,remonstrate,vt,2,complain about,formally/publicly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1625,1647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2866,remord,vi,2,feel remorse,awaken remorse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1440,1572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2867,remording,aj,2,causing mental pain/suffering,remorseful,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1430,1614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2868,rent,vt,2,tear (hair/clothes),tear the hair/face/clothes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1366,1366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2869,reonig,aj,2,sorrowful/afflicted with grief,dejected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2870,repellently,av,2,repellently,in a loathsome manner/detestably/hatefully,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1812,1812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2871,repellingly,av,2,repellently,in a loathsome manner/detestably/hatefully,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1811,1811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2872,repine,n,2,discontent/dissatisfaction,a complaint,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1592,1592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2873,repose,n,2,freedom from trouble/care/sorrow,calmness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1652,1815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2874,repress,vt,2,suppress emotions,relieve (suffering),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1390,1493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2875,repugnancy,n,2,loathing/detestation,aversion on the part of one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1557,1702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2876,requiteless,aj,2,(of love) unrequited,unrewarded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1603,1603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2877,rese,vi,2,be/become excited,be/become furious/rage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1225,1440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2878,resent,n,2,gratitude,indignation/resentment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1663,1686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2879,resentiment,n,2,indignation/resentment,grateful appreciation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1595,1651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2880,resentingly,av,2,emotionally/with emotion,indignantly/resentfully,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1611,1791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2881,resentive,aj,2,grateful,touchy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1662,1709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2882,resilient,aj,2,cheerful,cheerfully optimistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1830,1830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2883,reverie,n,2,joy/gladness/delight,state/condition of anger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1366,1481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2884,rial,aj,2,splendid/magnificent,haughty/disdainful,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1330,1385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2885,rialty,n,2,splendour/magnificence/pomp,a ceremony/formality,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1325,1415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2886,riant,aj,2,cheerful,cheering/suggestive of cheerfulness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1567,1720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2887,rile,vt,2,irritate,make angry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1724,1825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2888,rile up,vt,2,cause nervous excitement/agitate,irritate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1857,1857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2889,riled (up),aj,2,nervously excited/agitated,annoyed/vexed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1856,1856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2890,riot,n,2,(an) ostentatious display,one who/that which is comical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1649,1919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2891,rising,n,2,rising of emotion,physical feeling resulting from emotion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1726,1726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2892,roar,n,2,outburst of,instance/outburst of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1602,1675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2893,rodomontado,n,2,a boast,boaster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1598,1600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2894,romance,n,2,love-stories,love-affair,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,1916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2895,romanticism,n,2,romantic idea/notion,tendency towards romance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1803,1824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2896,romanticly,av,2,in manner appealing to emotions/imagination,in romantic manner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1681,1806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2897,roseate,aj,2,happy,cheerful-looking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1787,1787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2898,rosy,aj,2,that blushes/accompanied with blushes,cheerfully optimistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1593,1878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2899,rot,aj,2,joyful/delighted,cheerful,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2900,rotnes,n,2,joy/gladness/delight,cheerfulness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2901,royally,av,2,splendidly/magnificently,haughtily/disdainfully,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1386,1485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2902,rub,n,2,unpleasant experience,cause of annoyance/vexation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1626,1642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2903,rub up,vt,2,caress in order to excite sexually,irritate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1656,1882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2904,rue < (ge)hreow,n,2,sorrow/grief,regret,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2905,rue the day/hour,vi,2,regret,feel remorse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1593,1595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2906,ruefulness,n,2,compassion,dejection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1225,1574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2907,rueing,n,2,sorrow/grief,regret,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2908,ruffle it (out),vi,2,bluster,make ostentatious display/show off,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1560,1560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2909,ruffler,n,2,person,ostentatious person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1536,1536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2910,ruffling,n,2,conduct/behaviour,action of annoying/vexing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1538,1647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2911,rufflingly,av,2,arrogantly,ostentatiously,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1581,1581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2912,run after,vt,2,pursue with admiration,be zealous for,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1526,1611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2913,ruthfulness,n,2,state/condition of,compassion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1596,1674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2914,ruthly,aj,2,sorrowful/afflicted with grief,exciting pity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1275,1275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2915,ræran,vt,2,excite,excite anger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2916,saccharine,aj,2,sentimental,honeyed/mellifluous/luscious,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1841,1841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2917,sad,av,2,sorrowfully,seriously/solemnly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1474,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2918,sadded,aj,2,sorrowful/afflicted with grief,dejected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1680,1680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2919,sadden,vt,2,sadden/grieve,make dejected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1565,1565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2920,saddened,aj,2,sorrowful/afflicted with grief,dejected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1665,1665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2921,sadding,aj,2,gloomy/depressing,becoming,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1650,1839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2922,sade,vt,2,affect with weariness/tedium,satiate/surfeit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1440,1440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2923,sadful,aj,2,sorrowful/afflicted with grief,dejected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1658,1658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2924,sadness,n,2,seriousness/solemnity,state/condition of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1315,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2925,safety-valve,n,2,outlet for,opening for giving vent to excitement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1817,1817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2926,sally,n,2,an act/display of daring,outward exhibition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1639,1700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2927,salt,aj,2,attributes of tears,bitter to the heart/mind,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2928,sarferhþ,aj,2,sorrowful/afflicted with grief,dejected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2929,sarlice,av,2,in manner causing mental pain/suffering,lamentingly/in manner expressing grief,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2930,sate,vi,2,satiate/surfeit,become contented/satisfied,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1794,1869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2931,sate,vt,2,satiate/surfeit,a desire/appetite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1602,1613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2932,satiating,aj,2,contenting/satisfying,causing satiety,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1657,1769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2933,satiation,n,2,caused by a surfeit/excess,action of satiating/cloying,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1609,1609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2934,satiety,n,2,caused by a surfeit/excess,satisfying of a desire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1533,1548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2935,satisfiable,aj,2,satisfactory,able to be,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1609,1638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2936,satisfy oneself,vr,2,make oneself contented/satisfied,content oneself with doing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1611,1660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2937,saturnine,aj,2,saturnine,of appearance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1433,1776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2938,sauce,n,2,impudent person,pertness/brashness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1553,1835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2939,sauce malapert,n,2,impudence,speech,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1529,1529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2940,sauciness,n,2,presumption,pertness/brashness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1548,1710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2941,savour,n,2,taste (for something),that which,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1225,1850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2942,scare,vi,2,be afraid/fear,be alarmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400,1900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2943,scarifyingly,av,2,in a manner causing anguish,in a frightening manner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2944,scarily,av,2,in a timid manner,in a frightening manner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1880,1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2945,scenery,n,2,moving exhibition,spectacular/sensational/dramatic display,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1726,1726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2946,schwärm,vi,2,be/become zealous/enthusiastic,feel/display enthusiasm/passion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,1913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2947,schwärmerisch,aj,2,extremely,extravagantly enthusiastic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1894,1894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2948,scowl,vt,2,drive/force with frown/scowl,express by frowning/scowling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,1757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2949,scuz(z),n,2,that which is unpleasant,something which disgusts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2950,scyldhata,n,2,one who hates wrongfully,enemy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2951,secure,vt,2,make free from trouble/care/sorrow,make excessively self-confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1597,1597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2952,seethe,vi,2,be in state of nervous excitement,be upset/perturbed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1606,1606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2953,self-asserting,aj,2,self-assertive,self-confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1821,1821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2954,self-complacence,n,2,self-satisfaction,complacency,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1781,1781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2955,self-complacency,n,2,self-satisfaction,complacency,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1616,1616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2956,self-complacent,aj,2,self-satisfied,complacent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1736,1736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2957,self-complacential,aj,2,complacent,self-satisfied,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1710,1711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2958,self-complacently,av,2,in self-satisfied manner,complacently,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1800,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2959,self-complacing,aj,2,self-satisfied,complacent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1700,1700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2960,self-complaisance,n,2,complacency,self-satisfaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1675,1748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2961,self-confidence,n,2,excessive self-confidence,self-confidence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1604,1604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2962,self-confident,aj,2,excessively self-confident,self-confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1617,1617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2963,self-confiding,aj,2,excessively self-confident,self-confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1647,1647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2964,self-content,aj,2,self-satisfied,complacent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1857,1857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2965,self-content,n,2,self-satisfaction,complacency,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1602,1602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2966,self-contentedly,av,2,in self-satisfied manner,complacently,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1844,1844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2967,self-contentedness,n,2,self-satisfaction,complacency,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1691,1691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2968,self-contenting,aj,2,self-satisfying,causing complacency,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1647,1647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
